"X_1017","X_1022","X_1033","X_10455","X_10475","X_10564","X_1058","X_10592","X_10625","X_1063","X_10635","X_10721","X_10733","X_11004","X_11047","X_11065","X_11124","X_113251","X_1515","X_1573","X_1870","X_192669","X_2053","X_2271","X_2288","X_22936","X_23029","X_23170","X_2330","X_2331","X_23368","X_23648","X_2553","X_25758","X_25854","X_25888","X_26092","X_26099","X_26271","X_2664","X_27301","X_283212","X_284403","X_2869","X_29844","X_3065","X_3070","X_3832","X_3838","X_387893","X_4312","X_4501","X_472","X_4751","X_501","X_50809","X_5104","X_51076","X_51084","X_51195","X_51203","X_51230","X_5134","X_51361","X_51585","X_51776","X_5424","X_5427","X_54505","X_5464","X_54894","X_54897","X_55008","X_5514","X_55143","X_55165","X_55212","X_55247","X_55325","X_55355","X_55521","X_55526","X_55635","X_55686","X_55697","X_55723","X_55766","X_55839","X_55872","X_56998","X_57136","X_57513","X_57559","X_5768","X_58516","X_5954","X_596","X_60492","X_6050","X_6157","X_6230","X_6233","X_629","X_6311","X_63874","X_63891","X_64785","X_6480","X_64960","X_65979","X_6714","X_705","X_7106","X_7153","X_7165","X_7188","X_7272","X_7298","X_7385","X_7517","X_7832","X_79019","X_7903","X_79075","X_79143","X_79144","X_79665","X_79739","X_80204","X_80279","X_8243","X_8301","X_83461","X_835","X_8412","X_84179","X_84243","X_8438","X_84759","X_8565","X_8672","X_890","X_8914","X_9023","X_9055","X_9061","X_90861","X_9088","X_9095","X_9133","X_9135","X_9200","X_9215","X_9232","X_9319","X_9368","X_9401","X_9493","X_9512","X_9578","X_9585","X_9670","X_9787","X_9802","X_995","X_9969","HER2","LumB","LumA","Normal","T2","IC2","IC3","IC4","IC5","IC6","IC7","IC8","IC9","IC10","Mammaprint_risk_yes","rorS_risk_interm","rorS_risk_high","Endo"
0.584249211530415,-1.16661702033106,-0.598045646010676,1.6936816945227,0.142651103001356,-0.373256374114842,0.596239720228846,1.82750175581551,-1.05240117221653,0.0317937521551715,0.635762028937809,0.0289353422233439,-1.44238201927087,0.599495151516548,-0.30096070998741,0.610198600310374,-1.46784113905091,0.729795208864881,1.8139742412677,-0.636947511375737,1.45032523485856,0.799962657329225,0.0531455290367769,-0.459106100817277,-0.837797185014917,-0.612558567755404,0.446117052835228,0.328714787154997,0.0988424986750537,0.996883467147391,-0.574806863191494,1.69906105678223,-0.737076602115931,1.15640722836433,-1.41986506793721,0.0755223626713653,-0.464851798813496,-1.80209414727706,1.35882040394592,0.415253858634582,-1.48452514472983,0.477428555462552,-1.43387534482926,0.381903551070899,-1.1201776730103,-0.0217127179924806,-0.442177019545199,-0.743425334920596,-0.680148463658124,-1.30988034632203,2.98322566023115,0.00565139100087201,0.364208928261129,-0.153560639958513,-1.2665043536635,-0.81758923401729,-1.23808658662315,0.794331331100737,0.608858356969174,-0.0644796729757121,1.65893165617454,-1.43981879892035,-1.28845434443345,1.47366900820101,-0.221971916402473,-0.383376798009055,-0.782327742990926,-2.16840671405316,-0.5071158611853,0.727676556591068,-1.23189502006137,0.832646806361097,-0.888655563401677,0.438208827759539,-1.09168022635069,-0.0286155794769085,1.44238804260274,-0.515923593434971,-0.515595620962954,0.872405612322727,1.38405974859076,-2.17946479897011,1.04863567014285,0.0758229317472134,0.706625088041923,1.5628339863228,0.559623361734474,-1.853662536455,-0.97427964087054,-0.832244329034584,0.713232540089677,-1.8240627343378,-1.99973884803438,0.45716966000481,2.27144545414249,0.527643479778094,-0.315890663503578,0.570097013159887,2.33977684199421,0.235932027316636,-1.82849081454717,-0.317892015699524,-0.214156477891187,0.935168053548583,-0.958592214445927,-0.409817191584554,-0.0585812869095304,1.01161827302638,-0.826733026080616,1.48308017096107,-0.30213730739612,-1.00217318235314,-0.98946245358614,-0.571647628018622,0.361553897998451,0.0700235023031033,0.949308222050361,1.34976276622755,-1.14892965174093,-0.471706648081348,0.810573910160838,0.485112336049789,-1.03441869696622,0.0929724931038659,-1.4305932331778,-0.495854720316221,-1.95257195302926,1.165803578308,0.465469168901742,0.395114618874739,0.477568732817744,-0.85191047076142,-1.13434306770382,0.33286443352395,0.099789883787253,2.72155033539693,-2.03409448363187,-0.0282961547060361,-1.19419885972308,-1.09939803743498,0.500622949501892,0.36863975433199,0.101518030094876,0.565122199700102,-0.316131366525928,-0.190541351312411,1.70710636765719,-1.20387142540893,0.12273093908941,0.987081079048425,0.706705153203791,0.0803022575419226,-0.507889551846721,-1.18152141827263,-0.457095020011873,0.548137006954622,0.359038571608761,1.12435431819418,-0.0638456060967835,1.7125095848517,0.672073927305259,-0.407049229428154,1.05918232852159,0.169058580211995,0.0809808951747849,-0.372718750357086,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
