X_1017	X_1022	X_1033	X_10455	X_10475	X_10564	X_1058	X_10592	X_10625	X_1063	X_10635	X_10721	X_10733	X_11004	X_11047	X_11065	X_11124	X_113251	X_1515	X_1573	X_1870	X_192669	X_2053	X_2271	X_2288	X_22936	X_23029	X_23170	X_2330	X_2331	X_23368	X_23648	X_2553	X_25758	X_25854	X_25888	X_26092	X_26099	X_26271	X_2664	X_27301	X_283212	X_284403	X_2869	X_29844	X_3065	X_3070	X_3832	X_3838	X_387893	X_4312	X_4501	X_472	X_4751	X_501	X_50809	X_5104	X_51076	X_51084	X_51195	X_51203	X_51230	X_5134	X_51361	X_51585	X_51776	X_5424	X_5427	X_54505	X_5464	X_54894	X_54897	X_55008	X_5514	X_55143	X_55165	X_55212	X_55247	X_55325	X_55355	X_55521	X_55526	X_55635	X_55686	X_55697	X_55723	X_55766	X_55839	X_55872	X_56998	X_57136	X_57513	X_57559	X_5768	X_58516	X_5954	X_596	X_60492	X_6050	X_6157	X_6230	X_6233	X_629	X_6311	X_63874	X_63891	X_64785	X_6480	X_64960	X_65979	X_6714	X_705	X_7106	X_7153	X_7165	X_7188	X_7272	X_7298	X_7385	X_7517	X_7832	X_79019	X_7903	X_79075	X_79143	X_79144	X_79665	X_79739	X_80204	X_80279	X_8243	X_8301	X_83461	X_835	X_8412	X_84179	X_84243	X_8438	X_84759	X_8565	X_8672	X_890	X_8914	X_9023	X_9055	X_9061	X_90861	X_9088	X_9095	X_9133	X_9135	X_9200	X_9215	X_9232	X_9319	X_9368	X_9401	X_9493	X_9512	X_9578	X_9585	X_9670	X_9787	X_9802	X_995	X_9969
-0.9561955691937939	0.8567866473577599	0.630739498715308	0.920250465540564	0.2855868580723338	0.36775109288303326	0.5818702136525788	2.3450807686386677	1.4122246093115656	-0.6279951228606839	-0.9404271086197811	-0.5918624373992659	0.622114144480343	1.4283710874571807	-0.37722787365448057	1.6292873329110922	-0.07754922046592648	0.04626509160435794	0.9889359653582536	0.6906256720366093	-0.16875794864562865	-0.8028934119076068	-1.6686291908475446	-1.6527942100077997	-1.304605693194624	0.9183925133362887	-0.14177802767076117	-0.8534580588721924	-0.3659398549886544	-0.6532748105788669	0.44108576999286414	-0.673108838285569	-0.6276904693079479	-0.13674438910084538	2.3729641611665198	0.07298441064430654	0.08527376080540144	-1.078128405392733	0.7230589576844029	-0.36560752317521356	-1.3797507681904753	0.9341885172705353	-0.34805683239172575	-0.6236818428648657	0.5877218429792268	-1.562201322825119	-1.5948519808609167	-0.5067610944223351	-0.5354075565973584	-0.5491533475942679	0.11045135666723803	-0.09778783955559846	-1.9116144171660068	-1.0158299794353502	0.30103469424562856	1.7402775819862166	1.1349671576260048	-0.18584433774346223	1.4683670064947076	0.3294314616651823	-1.044141969500826	-0.03084319919677996	0.01928443988455934	-0.5722111325297755	-0.18029660599077307	-0.5564740437246202	0.045515855896498376	1.174840758884498	-0.628140802167762	1.9043051595844565	-0.35813228974193095	-0.555077157709711	0.5156634781428842	0.3346082452380709	1.1482650056371335	0.19278583108260736	-1.7277887567161498	0.36732561832919186	-0.32691466002374125	1.0287983388188844	-0.5891163075329983	-0.13618468634180578	0.5495366143009034	0.1367503103845105	0.5517400860600805	-0.7285716828803839	1.584793848669175	0.5988731811309081	-0.9330471179427111	-0.2010771815523282	1.020291158423372	0.2589516600553385	-0.012240956933493044	-0.22635009872111234	-1.3151149046558877	-0.749980962539572	0.4346110290258203	1.0952627865205973	-0.8892096666541549	0.2666728507007674	0.3056000988000033	-0.5611701666863911	0.2424082257041072	-0.6521521708033862	0.06444712511833875	-0.3810682433034939	-0.3249361454281634	-1.6156234440568258	-0.4639749487234021	-2.1491565705729894	0.023712505453978523	0.44999113505940885	0.6716823089368481	-0.9826223651351206	0.18142614606947002	0.14360101224819938	-0.275015276722372	1.028282854871666	-0.45035377633058093	-0.9516157676562881	-0.1285013031486658	0.4207594183972028	-0.411916021490681	-0.2919454786122756	-1.8179409483980042	-0.9579158854684581	-1.0561696605531208	-0.735348752800138	0.343345843337531	1.871662912463642	1.1183640653088807	2.2966690267431855	-1.389679539615563	1.2164997749143782	-0.40762861080518564	0.3055318417952061	1.2178336908147975	-0.15498864540822238	0.6230062403735126	0.7931692985730808	-0.08011365228840121	0.4648018559805383	-1.1692858798775432	0.36460551813888	0.7030458489552909	-0.07242107887185158	-0.020350592536552813	-0.28802270231988186	0.1509935129372585	-1.149642348013202	-0.35028490164554665	1.0722076368731503	-0.4092306484860418	0.6278721952110414	0.46709430815268255	-0.938886650237427	-0.39473084659503777	0.09874306837128938	-0.5286308436501669	-1.0729737828084902	-0.9780004418064646	1.2536555748176652	1.030947314899308	-0.8353731512734527	-0.34354395590111153	-0.649196040104737
