X_1017	X_1022	X_1033	X_10455	X_10475	X_10564	X_1058	X_10592	X_10625	X_1063	X_10635	X_10721	X_10733	X_11004	X_11047	X_11065	X_11124	X_113251	X_1515	X_1573	X_1870	X_192669	X_2053	X_2271	X_2288	X_22936	X_23029	X_23170	X_2330	X_2331	X_23368	X_23648	X_2553	X_25758	X_25854	X_25888	X_26092	X_26099	X_26271	X_2664	X_27301	X_283212	X_284403	X_2869	X_29844	X_3065	X_3070	X_3832	X_3838	X_387893	X_4312	X_4501	X_472	X_4751	X_501	X_50809	X_5104	X_51076	X_51084	X_51195	X_51203	X_51230	X_5134	X_51361	X_51585	X_51776	X_5424	X_5427	X_54505	X_5464	X_54894	X_54897	X_55008	X_5514	X_55143	X_55165	X_55212	X_55247	X_55325	X_55355	X_55521	X_55526	X_55635	X_55686	X_55697	X_55723	X_55766	X_55839	X_55872	X_56998	X_57136	X_57513	X_57559	X_5768	X_58516	X_5954	X_596	X_60492	X_6050	X_6157	X_6230	X_6233	X_629	X_6311	X_63874	X_63891	X_64785	X_6480	X_64960	X_65979	X_6714	X_705	X_7106	X_7153	X_7165	X_7188	X_7272	X_7298	X_7385	X_7517	X_7832	X_79019	X_7903	X_79075	X_79143	X_79144	X_79665	X_79739	X_80204	X_80279	X_8243	X_8301	X_83461	X_835	X_8412	X_84179	X_84243	X_8438	X_84759	X_8565	X_8672	X_890	X_8914	X_9023	X_9055	X_9061	X_90861	X_9088	X_9095	X_9133	X_9135	X_9200	X_9215	X_9232	X_9319	X_9368	X_9401	X_9493	X_9512	X_9578	X_9585	X_9670	X_9787	X_9802	X_995	X_9969	RR_HER2	RR_LumB	RR_LumA	RR_Normal	RR_T2	RR_IC2	RR_IC3	RR_IC4	RR_IC5	RR_IC6	RR_IC7	RR_IC8	RR_IC9	RR_IC10	RR_Mammaprint_risk_yes	RR_rorS_risk_interm	RR_rorS_risk_high	RR_ER_hp	RR_ER_lp	RR_HER2_scmod1	RR_Endo
1.0881163013805202	-0.5816687652469031	-0.8922520186654123	-1.8548404227105644	-1.086352074810541	2.0964457382947694	-1.9771528429368508	0.20705322351516492	1.7207956774359465	0.19295660661161393	-0.5635930989983593	0.732981244280444	1.9292185269696247	0.8134055912228729	1.654163763493338	-0.18770304114485464	-1.504118159790917	0.06949419660441304	0.9785374524560968	-0.5412625275974917	0.08325758940406525	2.350904695088577	2.044054556320705	-0.12798426839167462	2.795997246947889	1.3330970319458828	0.055013156457934274	-2.3149817545206206	-0.6431008300687869	1.5717519211093567	-2.7764394678299027	0.4422173747815004	-0.8332591642637709	1.5599695530639397	-0.6687337519010115	1.0218784378948182	-0.9773202196057118	1.88418050782007	1.024433844073309	-1.3840535966031715	0.49453119610365864	-0.1918140460314756	1.3282596415773913	0.07800628836925835	0.39251141385399313	0.550606979801865	0.4218112392104906	0.30249631697397616	-1.00056407114658	0.0988059708604101	-0.08650684249127684	1.2607972407240402	-1.4394232560210136	-0.424319547543613	0.9053024629026517	-1.1761725495215132	-0.7411366286854396	-0.36328094413591056	0.7960137606639549	-2.6488099813688235	0.7205761501350552	0.7742596093365555	0.7541879059018343	0.7365679268960514	0.4248079022588768	-0.45224070330481514	0.8025561960457896	0.1252033648126259	-0.09285393979542335	-0.2480937229535723	0.33234458931062566	0.06183273166374665	0.2782571689363733	-2.630124352615968	0.7735857967216718	0.6733930798564963	-1.596080610565692	-0.6749073406431031	-0.5002092227500432	-1.09349402356387	-0.27349637816475586	-1.0164043051229472	0.7415584221693466	0.10710033029371185	1.0099322816362784	-0.697014084501801	0.9732009343333662	0.8876410105397158	-1.621306988804504	-0.21715877190365762	0.728601691128623	-0.20395072471694117	-0.8232610500428301	0.4566204518509507	-0.030410538797400282	-0.5236731556521508	1.3446490479020492	0.6934557031839071	2.0875610614968902	0.4284554725658109	-0.36226589841248147	-0.9254940412423183	-1.6111839393805578	-0.12176670258210884	-0.3269681468920711	1.310378784263192	1.159143564509714	-2.713981357883973	0.10414613628809813	-0.43888963845149087	-0.5243297247305819	-0.4675310256318068	0.49153505562222605	-1.3293124844783932	-1.3668274619589045	0.47351664728518084	-1.4026006679506535	0.35894857505157485	-1.0936339020121786	1.021276738784385	0.37220050422302764	-0.1801836015886588	0.12118371906790462	-0.6789906343340181	0.11279553803738249	-1.6047853363997473	0.35366062830126604	0.5582594652831959	0.5431669351373836	0.17654134230485938	0.35323812342043887	-1.4782790800368018	-0.5513857287232872	-0.8888137450270014	1.6993527313838834	-1.893712363847862	0.21303934910975716	-1.368562502521194	-1.2067571357267768	-0.3720426034360489	-0.22701772391652225	0.0800475085593939	-1.59386049678378	0.9732290841436381	1.7162947941761022	-0.6047135546353436	0.1673411775550777	-0.33138539143384177	0.46439662244105684	-0.7685700499578135	0.5417787858152165	-0.6640351527107947	-0.17080102720618662	0.660085857524086	0.6214765589086121	1.237459340421269	0.19586304860870232	1.9670983084089497	1.054138189263324	-0.3410862729575155	-0.2995280541990916	0.7302338692991155	-0.7100088649827603	-0.3595837927467387	1.2236983947156088	0.06291739693145275	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1
